carat,cut,color,clarity,depth,table,price,x,y,z,volume
1.59,Premium,I,VS2,62,58,7479,7.44,7.39,4.6,252.91536
1.55,Ideal,H,SI2,62,58,9044,7.44,7.39,4.6,252.91536
1.6,Very Good,J,SI1,62.7,58,7550,7.37,7.41,4.63,252.852171
1.55,Ideal,E,SI2,62.3,55,6901,7.44,7.37,4.61,252.779208
1.5,Ideal,I,SI1,59.4,60,8555,7.54,7.5,4.47,252.7785
1.55,Ideal,H,SI2,62.1,57,8678,7.39,7.43,4.6,252.57542
1.55,Ideal,G,SI2,60.5,60,8981,7.46,7.49,4.52,252.556808
1.53,Ideal,G,SI2,61.7,57,7240,7.44,7.41,4.58,252.497232
1.54,Ideal,G,SI2,61.7,56,9359,7.41,7.44,4.58,252.497232
1.53,Premium,J,VS1,60.1,59,8058,7.47,7.51,4.5,252.44865
1.53,Premium,J,VS1,60.1,59,8205,7.51,7.47,4.5,252.44865
1.55,Ideal,J,SI2,62.3,54,6966,7.38,7.42,4.61,252.441756
1.58,Premium,F,SI2,62.3,60,9290,7.42,7.38,4.61,252.441756
1.56,Very Good,H,SI2,59.9,59,8317,7.47,7.52,4.49,252.223056
1.52,Ideal,H,SI2,59.9,55,5277,7.54,7.45,4.49,252.21677
1.54,Premium,J,VS2,59.3,59,6202,7.54,7.5,4.46,252.213
1.57,Very Good,G,SI2,61.1,61,8419,7.43,7.46,4.55,252.19649
1.57,Premium,G,SI2,61.1,61,8572,7.46,7.43,4.55,252.19649
1.54,Premium,J,SI1,61.1,58,5028,7.48,7.41,4.55,252.19194
1.56,Ideal,I,VS2,62.5,57,9295,7.4,7.36,4.63,252.16832
1.51,Ideal,J,VS2,61.7,57,7847,7.44,7.4,4.58,252.15648
1.59,Premium,E,SI2,62.3,58,6010,7.42,7.37,4.61,252.099694
1.55,Premium,I,SI2,61.5,58,7256,7.39,7.46,4.57,251.941358
1.57,Ideal,I,SI2,62.8,57,7385,7.39,7.36,4.63,251.827552
1.56,Ideal,J,SI1,61.8,57,6727,7.44,7.39,4.58,251.815728
1.57,Premium,I,SI2,62.4,58,7976,7.41,7.37,4.61,251.759937
1.51,Very Good,H,SI2,60.8,58,7723,7.4,7.51,4.53,251.75022
1.54,Very Good,I,VS2,62,58,8537,7.38,7.43,4.59,251.685306
1.56,Very Good,J,SI2,62,57,6662,7.37,7.44,4.59,251.682552
1.55,Ideal,I,VS2,62.6,56,8831,7.35,7.41,4.62,251.62137
1.55,Ideal,I,VS2,62.6,56,9233,7.41,7.35,4.62,251.62137
1.53,Very Good,I,SI2,61.6,56,7406,7.39,7.45,4.57,251.603635
1.57,Premium,I,SI2,62.2,60,6401,7.43,7.36,4.6,251.55008
1.51,Very Good,I,SI2,60,59,7841,7.45,7.52,4.49,251.54776
1.5,Premium,D,SI2,59.6,59,7076,7.54,7.46,4.47,251.430348
1.56,Very Good,J,SI2,61.4,58,6662,7.4,7.45,4.56,251.3928
1.53,Premium,H,SI2,61.5,60,6512,7.46,7.39,4.56,251.390064
1.55,Ideal,J,SI2,62,56,6805,7.42,7.38,4.59,251.346564
1.55,Very Good,I,SI1,62,62,8644,7.33,7.47,4.59,251.325909
1.55,Premium,J,VS1,62.6,59,8593,7.35,7.4,4.62,251.2818
1.55,Premium,J,VS1,62.6,59,8749,7.4,7.35,4.62,251.2818
1.57,Very Good,J,VS2,62.6,60,7813,7.34,7.41,4.62,251.279028
1.54,Ideal,G,I1,61.6,55,6186,7.4,7.43,4.57,251.26774
1.54,Ideal,G,I1,61.6,55,6299,7.43,7.4,4.57,251.26774
1.54,Premium,G,SI2,59.4,60,7707,7.49,7.52,4.46,251.208608
1.54,Premium,G,SI2,59.4,60,7848,7.52,7.49,4.46,251.208608
1.54,Very Good,J,SI1,61.2,59,7453,7.41,7.45,4.55,251.180475
1.54,Premium,J,SI1,61.2,59,7589,7.45,7.41,4.55,251.180475
1.52,Ideal,G,SI2,61.9,57,7108,7.43,7.38,4.58,251.136972
1.55,Ideal,J,VS2,61.7,55,8088,7.38,7.43,4.58,251.136972
1.54,Premium,I,SI1,60.8,61,8969,7.48,7.41,4.53,251.083404
1.55,Ideal,I,SI1,62.3,54.8,9117,7.37,7.39,4.61,251.080423
1.55,Premium,J,SI1,62.5,58,7502,7.36,7.4,4.61,251.07904
1.55,Premium,J,SI1,62.5,58,7638,7.4,7.36,4.61,251.07904
1.53,Premium,H,SI2,62.5,59,8499,7.4,7.36,4.61,251.07904
1.56,Premium,I,SI1,61.7,59,7155,7.44,7.38,4.57,250.925904
1.56,Good,G,SI2,63.7,54,6246,7.35,7.31,4.67,250.912095
1.53,Ideal,I,SI1,62.3,56,9315,7.37,7.4,4.6,250.8748
1.52,Ideal,I,VS2,61.3,56,9278,7.44,7.41,4.55,250.84332
1.53,Ideal,H,SI1,61.9,58,8289,7.38,7.42,4.58,250.798968
1.51,Very Good,J,VS2,59.7,59,8735,7.51,7.47,4.47,250.765659
1.54,Premium,I,SI1,60.9,59,8258,7.42,7.46,4.53,250.749996
1.53,Ideal,H,SI2,62.5,57,7617,7.36,7.39,4.61,250.739744
1.57,Very Good,J,SI2,62.1,60,6702,7.37,7.41,4.59,250.667703
1.57,Premium,I,VS2,62.2,58,7755,7.43,7.35,4.59,250.662195
1.53,Ideal,I,VS2,62.1,55,9116,7.43,7.35,4.59,250.662195
1.51,Very Good,H,SI1,59.9,55,9218,7.44,7.52,4.48,250.650624
1.5,Ideal,I,SI1,62.3,56,8371,7.35,7.41,4.6,250.5321
1.58,Ideal,I,SI2,62.3,57,6441,7.42,7.34,4.6,250.52888
1.52,Premium,I,SI1,61.9,58,8477,7.37,7.42,4.58,250.459132
1.52,Premium,I,SI1,61.9,58,8631,7.42,7.37,4.58,250.459132
1.52,Ideal,I,SI1,61.9,56,9124,7.37,7.42,4.58,250.459132
1.54,Premium,H,VS2,60.3,60,9081,7.47,7.45,4.5,250.43175
1.51,Ideal,F,SI2,62.6,55,9301,7.35,7.39,4.61,250.399065
1.53,Premium,F,SI2,60.9,60,7685,7.5,7.37,4.53,250.39575
1.52,Very Good,J,VS1,62.2,55,8217,7.35,7.42,4.59,250.32483
1.52,Very Good,I,SI1,59.9,60,9290,7.46,7.49,4.48,250.321792
1.53,Premium,D,SI2,59.9,58,8739,7.54,7.41,4.48,250.303872
1.54,Premium,J,VVS2,61.1,59,8652,7.45,7.4,4.54,250.2902
1.51,Ideal,H,SI1,61.8,55,9336,7.38,7.42,4.57,250.251372
1.54,Premium,I,SI1,61.8,57,7512,7.43,7.37,4.57,250.249087
1.54,Premium,G,SI2,62.4,57,8969,7.39,7.36,4.6,250.19584
1.52,Ideal,I,VS2,62.4,55,9352,7.35,7.4,4.6,250.194
1.53,Ideal,I,SI2,62.4,54,7859,7.34,7.41,4.6,250.19124
1.52,Ideal,I,SI1,61.4,57,9358,7.4,7.43,4.55,250.1681
1.55,Premium,H,SI2,62,56,7319,7.41,7.37,4.58,250.121586
1.52,Ideal,E,SI2,61,56,8299,7.45,7.41,4.53,250.076385
1.55,Premium,J,VS1,61.6,58,7733,7.39,7.42,4.56,250.042128
1.51,Premium,J,SI1,59.4,59,6851,7.45,7.54,4.45,249.96985
1.52,Ideal,F,SI2,61.2,57,9057,7.45,7.39,4.54,249.95197
1.51,Ideal,I,SI2,61.8,57,7577,7.43,7.36,4.57,249.909536
1.57,Premium,F,SI2,60.2,60,8001,7.49,7.43,4.49,249.871643
1.51,Very Good,H,SI2,60.8,56,8372,7.41,7.46,4.52,249.859272
1.54,Premium,J,VVS1,62.4,59,9215,7.36,7.38,4.6,249.85728
1.54,Premium,J,VVS1,62.4,59,9383,7.38,7.36,4.6,249.85728
1.53,Ideal,I,SI2,61.4,58,8021,7.4,7.42,4.55,249.8314
1.51,Ideal,I,SI1,59.4,61,8396,7.52,7.46,4.45,249.64144
1.52,Ideal,I,SI1,61.2,55.4,9067,7.38,7.45,4.54,249.61374
1.52,Ideal,J,SI1,61.9,56,8131,7.37,7.41,4.57,249.575469
1.54,Ideal,H,SI2,61.8,57,6095,7.43,7.35,4.57,249.569985
1.56,Premium,J,SI2,61.4,58,6306,7.38,7.43,4.55,249.49197
1.51,Ideal,J,SI1,61.4,57,8049,7.38,7.43,4.55,249.49197
1.5,Premium,H,SI1,61.4,56,7636,7.47,7.34,4.55,249.47559
1.51,Premium,J,VS1,62.1,58,8371,7.36,7.4,4.58,249.44512
1.51,Premium,J,VS1,62.1,58,8524,7.4,7.36,4.58,249.44512
1.56,Ideal,H,SI2,62.1,58,8517,7.35,7.41,4.58,249.44283
1.54,Very Good,J,VS2,62.7,60,7695,7.34,7.37,4.61,249.381638
1.5,Very Good,E,SI2,62.7,56,8827,7.33,7.38,4.61,249.379794
1.5,Premium,E,SI2,62.7,56,8988,7.38,7.33,4.61,249.379794
1.52,Ideal,I,SI2,61.7,57,7582,7.38,7.41,4.56,249.367248
1.55,Ideal,J,VS2,61.7,57,7416,7.37,7.42,4.56,249.365424
1.56,Premium,F,SI2,63,58,6971,7.35,7.28,4.66,249.34728
1.56,Ideal,H,SI2,62.3,55,6716,7.39,7.35,4.59,249.312735
1.52,Ideal,H,SI1,60.1,60,9235,7.5,7.42,4.48,249.312
1.55,Very Good,H,SI1,63.2,57,7066,7.35,7.31,4.64,249.30024
1.55,Very Good,H,SI1,63.2,57,7066,7.35,7.31,4.64,249.30024
1.54,Very Good,J,VS1,63.5,57,9285,7.27,7.37,4.65,249.146535
1.52,Premium,I,SI1,60.5,60,8694,7.4,7.48,4.5,249.084
1.52,Premium,I,SI1,60.5,60,8852,7.48,7.4,4.5,249.084
1.54,Very Good,F,SI2,61.1,58,8893,7.36,7.47,4.53,249.055776
1.54,Premium,F,SI2,61.1,58,9055,7.47,7.36,4.53,249.055776
1.51,Very Good,G,SI2,61.7,54,8973,7.37,7.41,4.56,249.029352
1.54,Good,I,SI2,63.3,60,7304,7.31,7.34,4.64,248.961056
1.54,Very Good,I,SI2,63.3,60,7437,7.34,7.31,4.64,248.961056
1.52,Ideal,J,VS1,61.3,55,7740,7.42,7.39,4.54,248.945452
1.53,Ideal,I,SI2,61.3,59,8062,7.42,7.39,4.54,248.945452
1.53,Premium,I,SI1,62.9,59,8911,7.36,7.32,4.62,248.903424
1.51,Very Good,E,SI2,61.9,57,7848,7.35,7.41,4.57,248.898195
1.51,Ideal,J,VS1,61.9,56,8524,7.41,7.35,4.57,248.898195
1.53,Ideal,H,SI2,61.9,57,8499,7.42,7.34,4.57,248.894996
1.51,Premium,I,SI2,59.7,59,7577,7.48,7.46,4.46,248.871568
1.54,Ideal,I,SI2,60.3,59,8092,7.43,7.46,4.49,248.870822
1.5,Very Good,I,SI1,60.3,60,8127,7.46,7.43,4.49,248.870822
1.56,Good,I,SI1,64,57,6246,7.32,7.28,4.67,248.862432
1.52,Premium,J,VS1,62.5,58,9014,7.37,7.34,4.6,248.84068
1.51,Good,D,SI2,61.5,61,8742,7.37,7.42,4.55,248.81857
1.55,Good,G,I1,63.6,58,4965,7.34,7.29,4.65,248.81499
1.52,Ideal,I,VS2,62.1,55,9176,7.41,7.33,4.58,248.764074
1.52,Very Good,J,SI1,59.9,57,7759,7.45,7.47,4.47,248.762205
1.54,Ideal,J,VVS2,62.8,58,9171,7.32,7.37,4.61,248.702124
1.52,Premium,H,SI2,60.7,60,6544,7.55,7.32,4.5,248.697
1.53,Ideal,I,VS2,61.7,57,9189,7.36,7.41,4.56,248.691456
1.52,Premium,G,I1,61.7,58,3820,7.43,7.34,4.56,248.685072
1.53,Good,H,I1,62.3,55.6,6361,7.34,7.38,4.59,248.636628
1.53,Ideal,H,I1,62.3,56,6477,7.38,7.34,4.59,248.636628
1.53,Ideal,J,VS1,62.4,54,8943,7.34,7.38,4.59,248.636628
1.51,Premium,J,VS2,63,57,7455,7.38,7.29,4.62,248.556924
1.51,Premium,E,SI1,63,58,8836,7.4,7.27,4.62,248.54676
1.54,Premium,G,SI2,61.6,58,7287,7.45,7.3,4.57,248.53945
1.52,Premium,H,VS2,61,61,8001,7.45,7.38,4.52,248.51412
1.51,Ideal,J,VS1,61.6,58,8067,7.35,7.43,4.55,248.477775
1.51,Premium,I,VS2,61.8,59,9301,7.36,7.4,4.56,248.35584
1.53,Very Good,H,SI2,61.4,60,7991,7.36,7.43,4.54,248.268992
1.55,Premium,J,SI2,62.6,57,6890,7.37,7.32,4.6,248.16264
1.53,Premium,J,VVS1,61.6,58,9155,7.37,7.4,4.55,248.1479
1.53,Premium,J,VVS1,61.6,58,9322,7.4,7.37,4.55,248.1479
1.53,Ideal,J,SI1,62.2,58,7721,7.35,7.37,4.58,248.09631
1.54,Ideal,J,VS1,62.2,59,8848,7.34,7.38,4.58,248.094936
1.52,Premium,G,SI1,62.2,58,8512,7.39,7.33,4.58,248.092646
1.5,Premium,F,SI1,60,60,8400,7.48,7.42,4.47,248.092152
1.5,Good,E,SI2,63.3,57,9281,7.31,7.33,4.63,248.086049
1.5,Ideal,I,SI2,60.6,59,7253,7.37,7.48,4.5,248.0742
1.51,Ideal,G,SI2,61.2,56.1,9104,7.39,7.41,4.53,248.062347
1.5,Premium,J,SI1,61.2,61,7518,7.43,7.37,4.53,248.058723
1.52,Ideal,J,VS1,62.8,54.3,8687,7.32,7.35,4.61,248.02722
1.51,Ideal,J,VS1,61.8,59,8678,7.36,7.39,4.56,248.020224
1.53,Ideal,I,SI2,61.8,56,6255,7.4,7.35,4.56,248.0184
1.53,Premium,G,I1,62.8,58,6183,7.39,7.28,4.61,248.014312
1.51,Ideal,G,SI2,60.8,57,8637,7.39,7.44,4.51,247.967016
1.51,Ideal,G,SI2,60.8,57,8794,7.44,7.39,4.51,247.967016
1.53,Ideal,I,SI1,62.4,57,8981,7.33,7.37,4.59,247.961439
1.53,Ideal,H,SI2,62.4,58,8034,7.32,7.38,4.59,247.959144
1.53,Ideal,J,VS2,61.4,58,7550,7.35,7.43,4.54,247.93167
1.5,Good,I,SI1,63.1,54,8258,7.31,7.34,4.62,247.887948
1.5,Very Good,I,SI1,63.1,54,8408,7.34,7.31,4.62,247.887948
1.51,Ideal,J,SI1,62,55,8981,7.42,7.31,4.57,247.877714
1.52,Very Good,H,SI2,62.7,57,8194,7.32,7.36,4.6,247.82592
1.54,Ideal,J,VS2,62.7,56,8479,7.32,7.36,4.6,247.82592
1.54,Very Good,H,SI2,62.3,56,8301,7.33,7.38,4.58,247.756932
1.51,Very Good,E,SI2,60.6,58,8916,7.41,7.43,4.5,247.75335
1.51,Very Good,J,SI1,60.6,57,7125,7.38,7.46,4.5,247.7466
1.51,Premium,J,SI1,60.6,57,7255,7.46,7.38,4.5,247.7466
1.5,Very Good,H,SI2,61.3,59,7774,7.38,7.41,4.53,247.726674
1.56,Very Good,I,SI1,62.9,58,7584,7.31,7.35,4.61,247.688385
1.54,Good,J,SI1,62.9,62,7349,7.3,7.36,4.61,247.68608
1.53,Ideal,I,VS1,62.9,57,7968,7.36,7.3,4.61,247.68608
1.51,Ideal,J,VS2,61.5,56,8203,7.37,7.4,4.54,247.60252
1.54,Very Good,G,SI2,61.5,61,8808,7.35,7.42,4.54,247.59798
1.54,Premium,G,SI2,61.5,61,8969,7.42,7.35,4.54,247.59798
1.53,Premium,I,SI2,62.1,59,7539,7.35,7.37,4.57,247.554615
1.51,Ideal,H,SI2,62.1,57,8710,7.38,7.34,4.57,247.553244
1.52,Very Good,H,SI2,63.1,55,7600,7.36,7.28,4.62,247.543296
1.5,Premium,J,SI1,60.5,59,6806,7.38,7.47,4.49,247.527414
1.51,Ideal,H,SI2,61.7,57,6384,7.39,7.36,4.55,247.47632
1.56,Good,H,SI1,63.7,57,7862,7.34,7.25,4.65,247.44975
1.52,Very Good,F,SI2,62.3,59,8192,7.33,7.37,4.58,247.421218
1.52,Premium,F,SI2,62.3,59,8342,7.37,7.33,4.58,247.421218
1.52,Very Good,J,SI1,62.3,57,7239,7.32,7.38,4.58,247.418928
1.52,Premium,F,SI2,60.7,61,6554,7.47,7.36,4.5,247.4064
1.53,Very Good,J,VS2,62.9,59,7418,7.31,7.34,4.61,247.351394
1.53,Premium,J,VS2,62.9,59,7554,7.34,7.31,4.61,247.351394
1.51,Premium,H,I1,61.9,58,6038,7.39,7.34,4.56,247.346256
1.53,Ideal,I,SI2,61.9,58,8637,7.39,7.34,4.56,247.346256
1.51,Ideal,H,SI1,61.9,57,7678,7.4,7.33,4.56,247.34352
1.51,Premium,J,SI2,61.9,56,6712,7.44,7.29,4.56,247.323456
1.52,Premium,I,SI2,62.5,56,7341,7.35,7.33,4.59,247.288545
1.55,Premium,I,SI1,62.5,60,8866,7.33,7.35,4.59,247.288545
1.55,Premium,I,SI1,62.5,60,9027,7.35,7.33,4.59,247.288545
1.53,Very Good,G,SI2,61.1,58,8095,7.38,7.41,4.52,247.179816
1.54,Premium,I,VS2,61.7,59,8917,7.4,7.34,4.55,247.1378
1.54,Very Good,I,SI2,60.1,61,7589,7.41,7.46,4.47,247.095342
1.54,Premium,I,SI2,60.1,61,7727,7.46,7.41,4.47,247.095342
1.51,Premium,I,SI2,61.3,55,6173,7.41,7.36,4.53,247.055328
1.5,Very Good,J,VS1,61.3,59,8662,7.36,7.41,4.53,247.055328
1.51,Premium,E,SI2,63,55,9302,7.34,7.3,4.61,247.01302
1.54,Premium,H,I1,62,60,4980,7.32,7.4,4.56,247.00608
1.54,Premium,H,I1,62,60,5071,7.4,7.32,4.56,247.00608
1.51,Premium,G,SI2,60,60,6266,7.45,7.4,4.48,246.9824
1.53,Premium,I,SI1,62.6,57,9022,7.38,7.29,4.59,246.942918
1.52,Premium,J,VS1,62.2,59,8426,7.32,7.38,4.57,246.878712
1.52,Premium,J,VS1,62.2,59,8580,7.38,7.32,4.57,246.878712
1.51,Premium,H,VS2,61.2,59,7534,7.4,7.38,4.52,246.84624
1.52,Premium,I,I1,61.2,58,3541,7.43,7.35,4.52,246.83946
1.53,Very Good,J,VS1,62.8,59,8058,7.31,7.34,4.6,246.81484
1.53,Premium,J,VS1,62.8,59,8205,7.34,7.31,4.6,246.81484
1.52,Premium,D,SI2,62.8,58,8631,7.37,7.28,4.6,246.80656
1.52,Premium,D,SI2,60.2,60,8737,7.4,7.46,4.47,246.76188
1.52,Premium,D,SI2,60.2,60,8897,7.46,7.4,4.47,246.76188
1.54,Premium,I,SI2,62.4,59,6640,7.33,7.35,4.58,246.74979
1.53,Ideal,I,SI2,62.4,58,7678,7.31,7.37,4.58,246.746126
1.52,Premium,H,SI2,62,58,7764,7.37,7.34,4.56,246.676848
1.52,Premium,H,SI2,62,58,7906,7.37,7.34,4.56,246.676848
1.54,Ideal,I,SI2,62,59,8254,7.33,7.38,4.56,246.675024
1.55,Premium,J,SI2,62.6,60,6635,7.36,7.3,4.59,246.61152
1.53,Premium,J,VVS1,61.6,59,9384,7.35,7.39,4.54,246.59691
1.53,Ideal,I,SI2,63.7,58,8062,7.31,7.27,4.64,246.586768
1.54,Very Good,I,VS2,62.2,58,8656,7.32,7.37,4.57,246.544188
1.54,Premium,E,SI2,59.9,60,8408,7.49,7.38,4.46,246.531852
1.52,Premium,I,SI1,61.2,60,8299,7.41,7.36,4.52,246.509952
1.52,Premium,I,SI1,61.2,60,8521,7.41,7.36,4.52,246.509952
1.54,Premium,F,SI2,62.8,57,7494,7.36,7.28,4.6,246.47168
1.52,Ideal,I,SI2,60.2,57,7661,7.47,7.38,4.47,246.424842
1.52,Premium,J,VS1,62.4,59,8110,7.31,7.36,4.58,246.411328
1.52,Premium,J,VS1,62.4,59,8258,7.36,7.31,4.58,246.411328
1.51,Premium,H,SI2,62.4,58,8388,7.36,7.31,4.58,246.411328
1.52,Premium,J,VS1,62,59,8110,7.34,7.36,4.56,246.342144
1.52,Premium,J,VS1,62,59,8258,7.36,7.34,4.56,246.342144
1.52,Ideal,H,SI1,62,56,7491,7.38,7.32,4.56,246.338496
1.53,Good,I,SI1,63.1,57,8095,7.28,7.34,4.61,246.336272
1.53,Very Good,I,SI1,63.1,57,8242,7.34,7.28,4.61,246.336272
1.52,Very Good,I,SI2,59.8,62,7866,7.41,7.47,4.45,246.319515
1.52,Premium,I,SI2,59.8,62,8010,7.47,7.41,4.45,246.319515
1.52,Premium,J,SI1,60.4,59,5618,7.44,7.39,4.48,246.317568
1.53,Very Good,H,SI1,60.4,60,9332,7.39,7.44,4.48,246.317568
1.5,Good,H,SI2,59.8,61,6798,7.39,7.49,4.45,246.312395
1.51,Ideal,J,VS1,62.7,56,8092,7.3,7.35,4.59,246.27645
1.51,Ideal,I,SI1,62.7,57,8193,7.35,7.3,4.59,246.27645
1.51,Ideal,I,SI1,62.7,57,8400,7.35,7.3,4.59,246.27645
1.51,Premium,I,SI2,62.7,55,7766,7.37,7.28,4.59,246.270024
1.52,Good,J,VS2,63.3,56,7370,7.27,7.33,4.62,246.195642
1.52,Very Good,J,VS2,63.3,56,7504,7.33,7.27,4.62,246.195642
1.51,Ideal,I,SI1,61.2,60,8396,7.39,7.37,4.52,246.178636
1.51,Ideal,D,SI2,61.2,56,6934,7.4,7.36,4.52,246.17728
1.5,Ideal,F,SI1,60.9,56,8770,7.43,7.36,4.5,246.0816
1.51,Very Good,I,SI1,63.1,56,7891,7.28,7.33,4.61,246.000664
1.51,Very Good,H,VVS2,63.1,56,9332,7.33,7.28,4.61,246.000664
1.51,Premium,J,SI1,59.9,60,7822,7.46,7.41,4.45,245.98977
1.51,Ideal,I,SI1,61.1,59,8342,7.4,7.37,4.51,245.96638
1.53,Premium,I,SI2,62.7,62,7389,7.41,7.23,4.59,245.906037
1.52,Ideal,J,VS1,62.3,58,8608,7.32,7.35,4.57,245.87514
1.5,Ideal,I,I1,61.3,57,5593,7.36,7.39,4.52,245.844608
1.5,Ideal,I,I1,61.3,57,5695,7.39,7.36,4.52,245.844608
1.52,Ideal,G,SI2,61.3,57,8852,7.39,7.36,4.52,245.844608
1.51,Premium,G,SI1,61.3,61,7585,7.41,7.34,4.52,245.840088
1.51,Ideal,H,SI1,61.3,57,7695,7.41,7.34,4.52,245.840088
1.52,Ideal,J,SI1,61.9,57,7356,7.33,7.37,4.55,245.800555
1.52,Ideal,J,SI1,61.9,57,7491,7.37,7.33,4.55,245.800555
1.51,Premium,J,SI2,59.7,62,5327,7.46,7.42,4.44,245.768208
1.48,Premium,H,SI2,59.7,59,6216,7.46,7.42,4.44,245.768208
1.55,Very Good,H,SI2,62.5,61,8174,7.31,7.34,4.58,245.741732
1.5,Ideal,I,SI1,62.1,55,8685,7.32,7.36,4.56,245.670912
1.5,Premium,J,SI1,62.1,57,5536,7.42,7.26,4.56,245.643552
1.52,Premium,H,VS2,61.1,61,8825,7.4,7.36,4.51,245.63264
1.5,Premium,H,SI2,61.1,59,6250,7.41,7.35,4.51,245.630385
1.5,Very Good,I,SI2,62.7,57,7392,7.28,7.35,4.59,245.60172
1.5,Premium,I,SI2,62.7,57,7526,7.35,7.28,4.59,245.60172
1.52,Ideal,D,SI2,62.7,56,8631,7.35,7.28,4.59,245.60172
1.5,Premium,G,SI2,61.7,55,5460,7.39,7.32,4.54,245.590392
1.51,Premium,J,VS2,62.3,59,7418,7.31,7.35,4.57,245.539245
1.51,Premium,J,VS2,62.3,59,7553,7.35,7.31,4.57,245.539245
1.5,Ideal,I,SI1,62.3,55,8736,7.35,7.31,4.57,245.539245
1.51,Very Good,H,SI2,62.3,58,9107,7.31,7.35,4.57,245.539245
1.51,Premium,H,SI2,60.7,59,5767,7.42,7.37,4.49,245.537446
1.51,Premium,J,VS2,62.3,59,6342,7.36,7.3,4.57,245.53696
1.51,Premium,J,VS2,60.7,60,7357,7.43,7.36,4.49,245.534752
1.51,Ideal,J,VS1,61.3,61,8298,7.34,7.4,4.52,245.50832
1.53,Ideal,G,SI1,61.3,57,8529,7.42,7.32,4.52,245.501088
1.51,Ideal,H,SI1,61.9,57,8287,7.37,7.32,4.55,245.46522
1.51,Premium,J,VVS2,62.6,59,8770,7.31,7.33,4.58,245.406934
1.51,Premium,J,VVS2,62.6,59,8930,7.33,7.31,4.58,245.406934
1.52,Premium,H,SI2,62.6,60,6086,7.34,7.3,4.58,245.40556
1.5,Ideal,G,SI2,61.5,57,7936,7.33,7.39,4.53,245.384211
1.51,Good,E,I1,63.6,60,5647,7.3,7.26,4.63,245.38074
1.54,Premium,I,SI2,61.5,61,6278,7.41,7.31,4.53,245.376963
1.51,Premium,H,SI1,59.9,60,9261,7.45,7.4,4.45,245.3285
1.51,Very Good,G,SI2,63.2,55,8574,7.32,7.27,4.61,245.327604
1.53,Very Good,E,SI2,59.3,60,8270,7.44,7.46,4.42,245.320608
1.5,Premium,I,SI2,61.2,59,7476,7.39,7.36,4.51,245.300704
1.52,Premium,J,VS1,61.2,59,8216,7.36,7.39,4.51,245.300704
1.52,Premium,J,VS1,61.2,59,8366,7.39,7.36,4.51,245.300704
1.51,Ideal,I,SI1,61.2,58,8752,7.35,7.4,4.51,245.2989
1.53,Very Good,E,SI2,63.1,59,8654,7.38,7.21,4.61,245.297178
1.51,Ideal,I,SI2,61.2,58,7362,7.33,7.42,4.51,245.292586
1.51,Ideal,I,SI2,62.8,54,7693,7.28,7.34,4.59,245.267568
1.5,Ideal,I,I1,61.8,57,5412,7.31,7.39,4.54,245.254886
1.5,Ideal,I,I1,61.8,57,5510,7.39,7.31,4.54,245.254886
1.53,Premium,H,SI1,62.4,60,8365,7.34,7.31,4.57,245.205178
1.52,Premium,E,SI2,60.8,60,9028,7.36,7.42,4.49,245.204288
1.52,Premium,E,SI2,60.8,60,9193,7.42,7.36,4.49,245.204288
1.51,Ideal,J,VS2,62.4,57,7651,7.35,7.3,4.57,245.20335
1.52,Premium,D,SI2,62.4,59,6810,7.36,7.29,4.57,245.200608
1.51,Ideal,J,VVS2,61.4,59,9334,7.34,7.39,4.52,245.176552
1.51,Premium,J,SI1,63,58,7441,7.32,7.28,4.6,245.13216
1.51,Very Good,E,I1,62,58,6139,7.31,7.37,4.55,245.129885
1.52,Ideal,H,SI2,62,60,8620,7.31,7.37,4.55,245.129885
1.51,Very Good,F,SI1,62,57,9150,7.3,7.38,4.55,245.1267
1.52,Premium,J,SI1,61,59,6367,7.41,7.35,4.5,245.08575
1.51,Very Good,J,VS2,61,58,7744,7.35,7.41,4.5,245.08575
1.52,Very Good,I,SI1,62.6,60,8703,7.3,7.33,4.58,245.07122
1.51,Ideal,I,SI1,62.6,55,9344,7.37,7.26,4.58,245.058396
1.5,Ideal,J,VS2,61.6,58,7515,7.33,7.38,4.53,245.052162
1.47,Premium,F,SI2,61.6,60,8314,7.38,7.33,4.53,245.052162
1.5,Premium,H,SI1,61.6,58,8669,7.33,7.38,4.53,245.052162
1.51,Good,I,VVS2,63.6,58,7255,7.29,7.26,4.63,245.044602
1.5,Very Good,E,SI2,62.2,58,8291,7.31,7.35,4.56,245.00196
1.51,Very Good,I,SI2,63.2,58,6914,7.31,7.27,4.61,244.992457
1.47,Premium,F,SI2,59.4,59,8115,7.47,7.42,4.42,244.989108
1.5,Premium,J,VVS2,61.8,60,8603,7.33,7.36,4.54,244.927552
1.5,Premium,J,VVS2,61.8,60,8760,7.36,7.33,4.54,244.927552
1.51,Premium,G,SI2,62.4,57,7695,7.35,7.29,4.57,244.867455
1.5,Ideal,G,SI2,61.4,56,8580,7.34,7.38,4.52,244.844784
1.5,Ideal,G,SI2,61.4,56,8736,7.38,7.34,4.52,244.844784
1.51,Good,E,SI2,63.1,58,9343,7.28,7.31,4.6,244.79728
1.53,Very Good,H,SI1,63.1,56,7862,7.32,7.27,4.6,244.79544
1.5,Very Good,E,SI2,63.1,57,8820,7.32,7.27,4.6,244.79544
1.51,Premium,F,SI2,62.7,58,6393,7.33,7.29,4.58,244.735506
